"날짜","종가","시가","고가","저가","거래량","변동 %"
"2021- 03- 22","9,790","9,735","9,790","9,720","7.41K","0.31%"
"2021- 03- 19","9,760","9,800","9,800","9,705","8.52K","-1.26%"
"2021- 03- 18","9,885","9,880","9,910","9,850","28.88K","1.28%"
"2021- 03- 17","9,760","9,770","9,770","9,710","8.16K","-0.20%"
"2021- 03- 16","9,780","9,715","9,780","9,680","15.86K","1.35%"
"2021- 03- 15","9,650","9,660","9,725","9,645","16.28K","-0.77%"
"2021- 03- 12","9,725","9,770","9,815","9,715","12.08K","0.57%"
"2021- 03- 11","9,670","9,625","9,685","9,600","14.83K","0.99%"
"2021- 03- 10","9,575","9,670","9,670","9,525","9.29K","-0.31%"
"2021- 03- 09","9,605","9,605","9,650","9,540","44.24K","-1.39%"
"2021- 03- 08","9,740","9,810","9,815","9,730","32.51K","-1.27%"
"2021- 03- 05","9,865","9,765","9,880","9,740","22.05K","-0.05%"
"2021- 03- 04","9,870","9,830","9,885","9,800","20.62K","-0.60%"
"2021- 03- 03","9,930","9,880","9,930","9,875","8.24K","0.56%"
"2021- 03- 02","9,875","10,015","10,020","9,875","29.02K","-0.35%"
"2021- 02- 26","9,910","9,970","9,975","9,895","53.35K","-2.70%"
"2021- 02- 25","10,185","10,200","10,205","10,125","9.71K","0.89%"
"2021- 02- 24","10,095","10,145","10,175","10,090","5.82K","-0.49%"
"2021- 02- 23","10,145","10,110","10,165","10,085","7.61K","-0.05%"
"2021- 02- 22","10,150","10,245","10,265","10,150","10.95K","-0.83%"
"2021- 02- 19","10,235","10,195","10,235","10,160","5.79K","0.49%"
"2021- 02- 18","10,185","10,200","10,270","10,185","11.40K","0.00%"
"2021- 02- 17","10,185","10,195","10,235","10,150","14.96K","-1.55%"
"2021- 02- 16","10,345","10,310","10,390","10,270","25.25K","0.39%"
"2021- 02- 15","10,305","10,240","10,450","10,240","20.96K","0.93%"
"2021- 02- 10","10,210","10,130","10,210","10,095","14.92K","1.59%"
"2021- 02- 09","10,050","10,035","10,080","10,020","6.96K","0.70%"
"2021- 02- 08","9,980","9,995","10,030","9,965","10.26K","0.76%"
"2021- 02- 05","9,905","9,985","9,985","9,850","14.65K","-1.10%"
"2021- 02- 04","10,015","10,080","10,105","9,990","6.02K","-0.64%"
"2021- 02- 03","10,080","10,080","10,130","10,055","6.22K","0.40%"
"2021- 02- 02","10,040","10,045","10,080","9,995","17.95K","-0.10%"
"2021- 02- 01","10,050","9,970","10,055","9,970","23.00K","0.35%"
"2021- 01- 29","10,015","10,075","10,095","9,960","18.79K","0.15%"
"2021- 01- 28","10,000","10,175","10,175","10,000","51.06K","-2.72%"
"2021- 01- 27","10,280","10,315","10,340","10,245","8.85K","0.34%"
"2021- 01- 26","10,245","10,325","10,335","10,245","6.63K","-0.92%"
"2021- 01- 25","10,340","10,275","10,345","10,260","16.89K","0.39%"
"2021- 01- 22","10,300","10,370","10,370","10,280","9.73K","-0.96%"
"2021- 01- 21","10,400","10,385","10,400","10,345","16.63K","0.43%"
"2021- 01- 20","10,355","10,355","10,395","10,335","74.09K","0.58%"
"2021- 01- 19","10,295","10,315","10,360","10,285","20.09K","0.05%"
"2021- 01- 18","10,290","10,280","10,320","10,235","37.98K","-0.82%"
"2021- 01- 15","10,375","10,430","10,450","10,370","9.71K","-0.24%"
"2021- 01- 14","10,400","10,420","10,420","10,315","23.87K","-0.62%"
"2021- 01- 13","10,465","10,485","10,500","10,450","11.59K","0.92%"
"2021- 01- 12","10,370","10,395","10,425","10,320","37.84K","-0.48%"
"2021- 01- 11","10,420","10,500","10,500","10,360","36.73K","-1.33%"
"2021- 01- 08","10,560","10,510","10,560","10,405","70.09K","-0.61%"
"2021- 01- 07","10,625","10,635","10,645","10,575","39.69K","-0.19%"
"2021- 01- 06","10,645","10,660","10,665","10,590","40.96K","0.28%"
"2021- 01- 05","10,615","10,650","10,725","10,615","30.87K","-1.03%"
"2021- 01- 04","10,725","10,645","10,760","10,625","24.04K","0.80%"
"2020- 12- 30","10,640","10,550","10,675","10,530","32.59K","0.85%"
"2020- 12- 29","10,550","10,475","10,555","10,450","26.68K","0.72%"
"2020- 12- 28","10,475","10,355","10,520","10,355","34.88K","1.01%"
"2020- 12- 24","10,370","10,305","10,395","10,290","15.13K","1.12%"
"2020- 12- 23","10,255","10,230","10,265","10,210","66.68K","-0.05%"
"2020- 12- 22","10,260","10,295","10,330","10,230","105.48K","-0.87%"
"2020- 12- 21","10,350","10,410","10,440","10,330","40.87K","-0.67%"
"2020- 12- 18","10,420","10,550","10,550","10,405","35.38K","-1.19%"
"2020- 12- 17","10,545","10,535","10,580","10,500","38.10K","0.29%"
"2020- 12- 16","10,515","10,605","10,625","10,505","19.05K","-0.19%"
"2020- 12- 15","10,535","10,560","10,565","10,490","35.28K","-0.24%"
"2020- 12- 14","10,560","10,575","10,610","10,545","41.00K","-0.38%"
"2020- 12- 11","10,600","10,655","10,675","10,530","42.98K","-0.52%"
"2020- 12- 10","10,655","10,655","10,705","10,645","35.51K","-0.56%"
"2020- 12- 09","10,715","10,705","10,760","10,680","45.70K","0.28%"
"2020- 12- 08","10,685","10,725","10,735","10,685","58.86K","-0.65%"
"2020- 12- 07","10,755","10,745","10,785","10,705","73.49K","-0.19%"
"2020- 12- 04","10,775","10,560","10,945","10,555","111.85K","2.47%"
"2020- 12- 03","10,515","10,400","10,515","10,390","51.33K","1.15%"
"2020- 12- 02","10,395","10,305","10,400","10,300","26.78K","0.97%"
"2020- 12- 01","10,295","10,285","10,295","10,245","19.20K","0.00%"
"2020- 11- 30","10,295","10,345","10,345","10,285","18.11K","-0.44%"
"2020- 11- 27","10,340","10,310","10,345","10,300","9.51K","0.15%"
"2020- 11- 26","10,325","10,305","10,325","10,275","20.14K","0.63%"
"2020- 11- 25","10,260","10,260","10,315","10,240","31.88K","0.54%"
"2020- 11- 24","10,205","10,170","10,240","10,160","20.47K","-0.20%"
"2020- 11- 23","10,225","10,135","10,225","10,130","12.04K","0.84%"
"2020- 11- 20","10,140","10,135","10,175","10,115","17.15K","0.10%"
"2020- 11- 19","10,130","10,310","10,310","10,120","118.18K","-1.98%"
"2020- 11- 18","10,335","10,310","10,335","10,280","12.09K","0.39%"
"2020- 11- 17","10,295","10,275","10,305","10,275","16.92K","0.24%"
"2020- 11- 16","10,270","10,265","10,310","10,235","40.99K","1.43%"
"2020- 11- 13","10,125","10,120","10,185","10,110","27.29K","-0.30%"
"2020- 11- 12","10,155","10,205","10,225","10,140","50.28K","-0.88%"
"2020- 11- 11","10,245","10,140","10,250","10,130","37.29K","1.04%"
"2020- 11- 10","10,140","10,070","10,165","10,060","27.33K","-0.29%"
"2020- 11- 09","10,170","10,080","10,185","10,050","55.65K","1.40%"
"2020- 11- 06","10,030","9,975","10,030","9,925","44.65K","1.31%"
"2020- 11- 05","9,900","9,860","9,925","9,820","33.62K","1.64%"
"2020- 11- 04","9,740","9,890","9,925","9,575","55.60K","-0.61%"
"2020- 11- 03","9,800","9,840","9,840","9,760","23.90K","-0.20%"
"2020- 11- 02","9,820","9,760","9,825","9,760","24.29K","0.15%"
"2020- 10- 30","9,805","9,855","9,935","9,805","24.14K","-0.51%"
"2020- 10- 29","9,855","9,810","9,855","9,785","41.57K","-0.35%"
"2020- 10- 28","9,890","9,915","9,950","9,875","26.56K","-0.85%"
"2020- 10- 27","9,975","9,850","9,975","9,850","21.54K","0.61%"
"2020- 10- 26","9,915","9,875","9,925","9,875","27.26K","0.97%"
"2020- 10- 23","9,820","9,805","9,840","9,775","17.62K","-0.05%"
"2020- 10- 22","9,825","9,825","9,840","9,770","30.24K","-0.30%"
"2020- 10- 21","9,855","9,745","9,855","9,740","63.08K","1.28%"
"2020- 10- 20","9,730","9,705","9,740","9,690","32.32K","0.46%"
"2020- 10- 19","9,685","9,660","9,700","9,645","14.68K","0.89%"
"2020- 10- 16","9,600","9,645","9,645","9,600","25.10K","-0.67%"
"2020- 10- 15","9,665","9,590","9,685","9,590","34.94K","0.73%"
"2020- 10- 14","9,595","9,570","9,660","9,570","52.12K","0.05%"
"2020- 10- 13","9,590","9,585","9,595","9,525","20.65K","0.00%"
"2020- 10- 12","9,590","9,580","9,595","9,530","65.70K","1.16%"
"2020- 10- 08","9,480","9,420","9,485","9,400","66.26K","0.85%"
"2020- 10- 07","9,400","9,305","9,405","9,290","8.68K","0.37%"
"2020- 10- 06","9,365","9,415","9,435","9,345","16.98K","0.43%"
"2020- 10- 05","9,325","9,280","9,365","9,280","29.16K","0.97%"
"2020- 09- 29","9,235","9,250","9,255","9,220","6.01K","0.71%"
"2020- 09- 28","9,170","9,175","9,195","9,155","6.22K","-0.16%"
"2020- 09- 25","9,185","9,240","9,250","9,175","5.20K","0.05%"
"2020- 09- 24","9,180","9,230","9,280","9,180","38.02K","-1.50%"
"2020- 09- 23","9,320","9,355","9,360","9,295","12.77K","0.16%"
"2020- 09- 22","9,305","9,330","9,350","9,300","31.02K","-1.12%"
"2020- 09- 21","9,410","9,330","9,430","9,320","24.29K","0.32%"
"2020- 09- 18","9,380","9,230","9,390","9,230","119.05K","2.40%"
"2020- 09- 17","9,160","9,160","9,185","9,115","28.64K","0.22%"
"2020- 09- 16","9,140","9,075","9,145","9,060","18.18K","0.49%"
"2020- 09- 15","9,095","9,040","9,095","9,040","33.55K","0.72%"
"2020- 09- 14","9,030","8,985","9,040","8,985","31.24K","0.50%"
"2020- 09- 11","8,985","8,970","8,985","8,940","28.55K","-0.28%"
"2020- 09- 10","9,010","9,000","9,015","8,985","28.17K","0.56%"
"2020- 09- 09","8,960","8,935","8,965","8,910","2.76K","-0.22%"
"2020- 09- 08","8,980","8,975","8,985","8,950","9.02K","0.34%"
"2020- 09- 07","8,950","8,960","9,000","8,950","3.05K","0.06%"
"2020- 09- 04","8,945","8,920","8,955","8,900","8.90K","-0.22%"
"2020- 09- 03","8,965","8,965","8,995","8,955","10.63K","-0.44%"
"2020- 09- 02","9,005","9,020","9,020","8,975","35.30K","-0.44%"
"2020- 09- 01","9,045","8,985","9,050","8,985","35.25K","0.84%"
"2020- 08- 31","8,970","9,065","9,100","8,970","20.44K","-0.50%"
"2020- 08- 28","9,015","8,995","9,030","8,980","38.48K","0.17%"
"2020- 08- 27","9,000","9,005","9,015","8,990","16.23K","0.17%"
"2020- 08- 26","8,985","8,995","9,000","8,965","17.07K","-0.28%"
"2020- 08- 25","9,010","8,955","9,010","8,955","26.23K","0.56%"
"2020- 08- 24","8,960","8,930","8,960","8,900","10.25K","-0.44%"
"2020- 08- 21","9,000","9,015","9,045","8,985","21.34K","0.22%"
"2020- 08- 20","8,980","9,045","9,045","8,975","26.55K","-1.16%"
"2020- 08- 19","9,085","9,070","9,085","9,030","14.06K","0.78%"
"2020- 08- 18","9,015","9,025","9,030","8,995","35.25K","-0.06%"
"2020- 08- 14","9,020","9,035","9,035","8,985","10.62K","-0.28%"
"2020- 08- 13","9,045","9,050","9,075","9,030","27.24K","0.39%"
"2020- 08- 12","9,010","8,990","9,025","8,990","21.02K","-0.11%"
"2020- 08- 11","9,020","9,005","9,045","8,985","17.85K","0.00%"
"2020- 08- 10","9,020","8,970","9,035","8,970","17.86K","-0.11%"
"2020- 08- 07","9,030","9,035","9,045","8,970","24.55K","-0.22%"
"2020- 08- 06","9,050","9,020","9,050","9,005","46.21K","1.00%"
"2020- 08- 05","8,960","8,920","8,970","8,900","28.92K","0.73%"
"2020- 08- 04","8,895","8,910","8,920","8,875","23.41K","0.00%"
"2020- 08- 03","8,895","8,930","8,930","8,860","28.10K","-0.50%"
"2020- 07- 31","8,940","8,960","8,995","8,930","82.13K","0.68%"
"2020- 07- 30","8,880","8,950","8,985","8,880","68.69K","-0.22%"
"2020- 07- 29","8,900","8,840","8,900","8,835","20.69K","0.62%"
"2020- 07- 28","8,845","8,905","8,940","8,800","61.61K","-0.28%"
"2020- 07- 27","8,870","8,790","8,890","8,790","42.11K","1.03%"
"2020- 07- 24","8,780","8,785","8,825","8,765","37.41K","-0.85%"
"2020- 07- 23","8,855","8,850","8,855","8,810","31.93K","-0.39%"
