"날짜","종가","시가","고가","저가","거래량","변동 %"
"2024- 07- 23","14,855","14,900","14,900","14,775","13.41K","-0.30%"
"2024- 07- 22","14,900","14,880","14,930","14,865","34.50K","0.27%"
"2024- 07- 19","14,860","14,825","14,880","14,820","126.16K","0.68%"
"2024- 07- 18","14,760","14,670","14,760","14,640","41.43K","0.20%"
"2024- 07- 17","14,730","14,795","14,795","14,690","21.33K","-0.57%"
"2024- 07- 16","14,815","14,770","14,845","14,770","21.98K","0.47%"
"2024- 07- 15","14,745","14,670","14,770","14,650","37.06K","0.44%"
"2024- 07- 12","14,680","14,530","14,680","14,505","73.50K","-0.03%"
"2024- 07- 11","14,685","14,730","14,750","14,650","14.30K","-0.74%"
"2024- 07- 10","14,795","14,760","14,850","14,760","9.01K","0.51%"
"2024- 07- 09","14,720","14,730","14,800","14,710","35.01K","-0.17%"
"2024- 07- 08","14,745","14,640","14,745","14,605","15.65K","0.41%"
"2024- 07- 05","14,685","14,670","14,695","14,610","22.20K","-0.03%"
"2024- 07- 04","14,690","14,795","14,800","14,680","21.90K","-1.51%"
"2024- 07- 03","14,915","14,800","14,920","14,775","39.63K","0.40%"
"2024- 07- 02","14,855","14,765","14,875","14,720","50.68K","1.30%"
"2024- 07- 01","14,665","14,700","14,745","14,630","25.63K","0.41%"
"2024- 06- 28","14,605","14,795","14,835","14,605","32.45K","-1.28%"
"2024- 06- 27","14,795","14,965","14,985","14,790","29.11K","-0.24%"
"2024- 06- 26","14,830","14,865","14,900","14,830","17.44K","0.07%"
"2024- 06- 25","14,820","14,820","14,820","14,740","10.75K","-0.07%"
"2024- 06- 24","14,830","14,870","14,895","14,810","7.84K","0.10%"
"2024- 06- 21","14,815","14,875","14,905","14,795","47.19K","0.65%"
"2024- 06- 20","14,720","14,680","14,755","14,670","32.42K","0.34%"
"2024- 06- 19","14,670","14,620","14,670","14,600","12.51K","0.31%"
"2024- 06- 18","14,625","14,625","14,660","14,580","12.55K","-0.14%"
"2024- 06- 17","14,645","14,670","14,725","14,590","37.92K","0.41%"
"2024- 06- 14","14,585","14,505","14,595","14,495","38.24K","0.97%"
"2024- 06- 13","14,445","14,360","14,500","14,330","27.42K","-0.41%"
"2024- 06- 12","14,505","14,585","14,605","14,500","15.19K","-0.34%"
"2024- 06- 11","14,555","14,520","14,565","14,505","8.72K","0.24%"
"2024- 06- 10","14,520","14,540","14,630","14,515","48.11K","1.65%"
"2024- 06- 07","14,285","14,315","14,370","14,265","30.96K","-1.18%"
"2024- 06- 05","14,455","14,470","14,525","14,350","24.13K","-0.45%"
"2024- 06- 04","14,520","14,445","14,545","14,385","19.19K","0.00%"
"2024- 06- 03","14,520","14,670","14,670","14,490","52.26K","-1.39%"
"2024- 05- 31","14,725","14,555","14,725","14,525","68.65K","0.93%"
"2024- 05- 30","14,590","14,410","14,595","14,405","52.98K","2.14%"
"2024- 05- 29","14,285","14,275","14,305","14,245","14.67K","1.10%"
"2024- 05- 28","14,130","14,195","14,235","14,080","18.99K","-0.84%"
"2024- 05- 27","14,250","14,295","14,315","14,250","18.66K","-0.77%"
"2024- 05- 24","14,360","14,300","14,390","14,300","24.17K","1.52%"
"2024- 05- 23","14,145","14,235","14,260","14,145","9.79K","-0.07%"
"2024- 05- 22","14,155","14,235","14,235","14,120","12.83K","-0.11%"
"2024- 05- 21","14,170","14,130","14,245","14,130","24.18K","1.18%"
"2024- 05- 20","14,005","13,995","14,055","13,990","16.31K","0.14%"
"2024- 05- 17","13,985","13,865","14,060","13,865","42.94K","1.23%"
"2024- 05- 16","13,815","14,100","14,100","13,800","72.88K","-3.22%"
"2024- 05- 14","14,275","14,260","14,315","14,260","7.00K","0.11%"
"2024- 05- 13","14,260","14,365","14,365","14,250","13.73K","-0.18%"
"2024- 05- 10","14,285","14,245","14,305","14,225","9.22K","-0.28%"
"2024- 05- 09","14,325","14,210","14,325","14,175","64.51K","0.92%"
"2024- 05- 08","14,195","14,100","14,225","14,100","18.46K","0.92%"
"2024- 05- 07","14,065","14,030","14,075","13,970","15.16K","-0.57%"
"2024- 05- 03","14,145","14,235","14,300","14,105","40.73K","-1.94%"
"2024- 05- 02","14,425","14,475","14,545","14,385","21.56K","-0.83%"
"2024- 04- 30","14,545","14,385","14,545","14,365","31.67K","0.83%"
"2024- 04- 29","14,425","14,410","14,585","14,370","46.11K","0.31%"
"2024- 04- 26","14,380","14,370","14,455","14,360","10.15K","0.17%"
"2024- 04- 25","14,355","14,380","14,440","14,355","19.56K","0.63%"
"2024- 04- 24","14,265","14,340","14,340","14,220","11.37K","-1.11%"
"2024- 04- 23","14,425","14,470","14,470","14,390","11.55K","-0.10%"
"2024- 04- 22","14,440","14,405","14,520","14,385","29.84K","-0.65%"
"2024- 04- 19","14,535","14,475","14,740","14,470","71.26K","1.54%"
"2024- 04- 18","14,315","14,480","14,490","14,290","48.23K","-1.99%"
"2024- 04- 17","14,605","14,685","14,700","14,530","40.20K","-1.02%"
"2024- 04- 16","14,755","14,660","14,875","14,620","49.09K","1.65%"
"2024- 04- 15","14,515","14,495","14,585","14,460","58.20K","1.19%"
"2024- 04- 12","14,345","14,170","14,350","14,170","40.86K","1.59%"
"2024- 04- 11","14,120","14,170","14,170","14,080","37.43K","1.36%"
"2024- 04- 09","13,930","13,920","13,930","13,885","35.17K","0.18%"
"2024- 04- 08","13,905","13,895","13,930","13,875","18.58K","0.04%"
"2024- 04- 05","13,900","13,820","13,900","13,805","14.96K","1.02%"
"2024- 04- 04","13,760","13,730","13,780","13,705","16.49K","-0.15%"
"2024- 04- 03","13,780","13,855","13,870","13,760","31.56K","-0.68%"
"2024- 04- 02","13,875","13,900","13,950","13,835","37.81K","0.43%"
"2024- 04- 01","13,815","13,715","13,815","13,670","14.83K","0.36%"
"2024- 03- 29","13,765","13,775","13,810","13,700","23.57K","0.22%"
"2024- 03- 28","13,735","13,780","13,855","13,650","33.72K","-0.36%"
"2024- 03- 27","13,785","13,625","13,790","13,625","39.57K","1.47%"
"2024- 03- 26","13,585","13,595","13,625","13,490","13.11K","-0.37%"
"2024- 03- 25","13,635","13,625","13,670","13,485","61.86K","0.70%"
"2024- 03- 22","13,540","13,450","13,600","13,395","117.67K","2.30%"
"2024- 03- 21","13,235","13,375","13,400","13,230","33.28K","-2.47%"
"2024- 03- 20","13,570","13,565","13,590","13,525","24.02K","-0.04%"
"2024- 03- 19","13,575","13,505","13,590","13,495","40.37K","0.93%"
"2024- 03- 18","13,450","13,430","13,460","13,390","17.82K","0.67%"
"2024- 03- 15","13,360","13,240","13,370","13,240","73.21K","1.91%"
"2024- 03- 14","13,110","13,060","13,145","13,030","38.36K","0.34%"
"2024- 03- 13","13,065","13,005","13,075","12,975","35.04K","0.65%"
"2024- 03- 12","12,980","13,000","13,035","12,930","41.93K","0.00%"
"2024- 03- 11","12,980","13,100","13,145","12,965","49.70K","-1.29%"
"2024- 03- 08","13,150","13,285","13,305","13,150","63.50K","-1.61%"
"2024- 03- 07","13,365","13,385","13,410","13,320","52.73K","-0.52%"
"2024- 03- 06","13,435","13,470","13,510","13,415","25.68K","-0.11%"
"2024- 03- 05","13,450","13,390","13,450","13,380","43.19K","0.60%"
"2024- 03- 04","13,370","13,390","13,390","13,315","50.08K","-0.07%"
"2024- 02- 29","13,380","13,465","13,470","13,380","31.79K","-0.37%"
"2024- 02- 28","13,430","13,385","13,490","13,370","59.91K","0.49%"
"2024- 02- 27","13,365","13,360","13,390","13,335","32.35K","0.00%"
"2024- 02- 26","13,365","13,390","13,395","13,340","34.42K","0.15%"
"2024- 02- 23","13,345","13,295","13,370","13,290","43.87K","0.30%"
"2024- 02- 22","13,305","13,425","13,425","13,305","52.10K","-0.86%"
"2024- 02- 21","13,420","13,440","13,480","13,380","24.38K","-0.33%"
"2024- 02- 20","13,465","13,480","13,515","13,460","43.36K","0.45%"
"2024- 02- 19","13,405","13,405","13,445","13,340","28.85K","-0.19%"
"2024- 02- 16","13,430","13,310","13,430","13,310","25.94K","0.15%"
"2024- 02- 15","13,410","13,345","13,415","13,335","15.71K","-0.15%"
"2024- 02- 14","13,430","13,530","13,535","13,420","110.91K","1.21%"
"2024- 02- 13","13,270","13,290","13,305","13,260","23.20K","-0.04%"
"2024- 02- 08","13,275","13,260","13,300","13,220","33.07K","0.19%"
"2024- 02- 07","13,250","13,220","13,270","13,170","23.43K","-0.04%"
"2024- 02- 06","13,255","13,390","13,390","13,210","49.80K","-0.45%"
"2024- 02- 05","13,315","13,430","13,480","13,315","75.37K","1.29%"
"2024- 02- 02","13,145","13,250","13,260","13,115","49.41K","-1.31%"
"2024- 02- 01","13,320","13,410","13,410","13,300","87.31K","-0.56%"
"2024- 01- 31","13,395","13,295","13,410","13,270","36.16K","0.83%"
"2024- 01- 30","13,285","13,370","13,370","13,275","37.17K","-0.64%"
"2024- 01- 29","13,370","13,440","13,455","13,370","30.16K","-0.22%"
"2024- 01- 26","13,400","13,445","13,465","13,350","40.12K","0.07%"
"2024- 01- 25","13,390","13,360","13,415","13,360","36.67K","-0.22%"
"2024- 01- 24","13,420","13,425","13,485","13,420","49.14K","0.60%"
"2024- 01- 23","13,340","13,450","13,475","13,330","50.75K","-0.67%"
"2024- 01- 22","13,430","13,330","13,440","13,270","79.37K","-0.04%"
"2024- 01- 19","13,435","13,435","13,440","13,340","70.41K","-0.19%"
"2024- 01- 18","13,460","13,545","13,590","13,450","51.57K","-0.63%"
"2024- 01- 17","13,545","13,400","13,580","13,385","114.45K","1.88%"
"2024- 01- 16","13,295","13,105","13,300","13,055","111.64K","1.84%"
"2024- 01- 15","13,055","12,945","13,090","12,945","68.88K","1.08%"
"2024- 01- 12","12,915","12,930","12,995","12,880","34.21K","-0.12%"
"2024- 01- 11","12,930","13,055","13,055","12,930","42.24K","-1.03%"
"2024- 01- 10","13,065","13,015","13,080","13,000","57.73K","0.81%"
"2024- 01- 09","12,960","12,910","12,965","12,825","60.79K","0.04%"
"2024- 01- 08","12,955","12,915","12,975","12,880","32.71K","0.00%"
"2024- 01- 05","12,955","12,915","12,975","12,865","74.90K","0.90%"
"2024- 01- 04","12,840","12,825","12,860","12,800","49.56K","0.86%"
"2024- 01- 03","12,730","12,825","12,875","12,730","122.22K","0.59%"
"2024- 01- 02","12,655","12,430","12,705","12,430","192.28K","1.81%"
"2023- 12- 28","12,430","12,500","12,500","12,370","83.27K","-0.52%"
"2023- 12- 27","12,495","12,520","12,530","12,480","70.99K","-0.20%"
"2023- 12- 26","12,520","12,600","12,630","12,465","56.32K","-1.18%"
"2023- 12- 22","12,670","12,550","12,670","12,550","31.37K","-0.28%"
"2023- 12- 21","12,705","12,650","12,705","12,645","50.02K","0.87%"
"2023- 12- 20","12,595","12,645","12,675","12,555","54.36K","-1.14%"
"2023- 12- 19","12,740","12,635","12,780","12,605","110.89K","1.47%"
"2023- 12- 18","12,555","12,625","12,630","12,530","89.01K","0.08%"
"2023- 12- 15","12,545","12,430","12,560","12,430","88.65K","0.16%"
"2023- 12- 14","12,525","12,525","12,570","12,465","119.06K","-3.51%"
"2023- 12- 13","12,980","12,840","12,985","12,840","49.75K","0.62%"
"2023- 12- 12","12,900","12,930","12,945","12,880","25.63K","-0.23%"
"2023- 12- 11","12,930","12,900","12,995","12,875","87.18K","1.61%"
"2023- 12- 08","12,725","12,925","12,930","12,700","106.08K","-2.79%"
"2023- 12- 07","13,090","12,900","13,125","12,900","95.39K","1.91%"
"2023- 12- 06","12,845","12,825","12,860","12,795","27.20K","0.12%"
"2023- 12- 05","12,830","12,770","12,870","12,750","43.63K","1.26%"
"2023- 12- 04","12,670","12,525","12,700","12,500","65.04K","-0.20%"
"2023- 12- 01","12,695","12,585","12,735","12,550","188.66K","2.38%"
"2023- 11- 30","12,400","12,405","12,465","12,335","88.56K","0.08%"
"2023- 11- 29","12,390","12,370","12,440","12,315","97.24K","-0.52%"
"2023- 11- 28","12,455","12,530","12,540","12,400","83.60K","-1.66%"
"2023- 11- 27","12,665","12,665","12,730","12,595","66.50K","-0.28%"
"2023- 11- 24","12,700","12,590","12,700","12,525","86.50K","1.56%"
"2023- 11- 23","12,505","12,615","12,615","12,490","63.82K","-0.40%"
"2023- 11- 22","12,555","12,475","12,560","12,395","66.11K","1.50%"
"2023- 11- 21","12,370","12,375","12,410","12,275","70.54K","-0.16%"
"2023- 11- 20","12,390","12,505","12,560","12,290","98.24K","-0.88%"
"2023- 11- 17","12,500","12,460","12,520","12,385","69.93K","0.12%"
"2023- 11- 16","12,485","12,660","12,730","12,000","78.14K","-0.68%"
"2023- 11- 15","12,570","12,685","12,715","12,510","140.71K","-4.27%"
"2023- 11- 14","13,130","12,950","13,140","12,925","42.07K","0.69%"
"2023- 11- 13","13,040","12,875","13,055","12,875","99.10K","1.28%"
"2023- 11- 10","12,875","12,915","12,920","12,830","131.29K","0.98%"
"2023- 11- 09","12,750","12,735","12,815","12,610","124.58K","0.00%"
"2023- 11- 08","12,750","12,640","12,775","12,520","104.59K","0.35%"
"2023- 11- 07","12,705","12,540","12,745","12,540","132.46K","1.52%"
"2023- 11- 06","12,515","12,740","12,805","12,515","103.04K","-3.66%"
"2023- 11- 03","12,990","13,220","13,260","12,890","139.16K","-2.88%"
"2023- 11- 02","13,375","13,495","13,495","13,345","102.08K","-2.05%"
"2023- 11- 01","13,655","13,580","13,695","13,550","152.23K","0.89%"
"2023- 10- 31","13,535","13,465","13,590","13,445","60.54K","-0.07%"
"2023- 10- 30","13,545","13,645","13,645","13,530","34.88K","-0.51%"
"2023- 10- 27","13,615","13,580","13,625","13,485","141.78K","-0.66%"
"2023- 10- 26","13,705","13,585","13,720","13,575","81.06K","1.52%"
"2023- 10- 25","13,500","13,390","13,500","13,390","60.99K","1.01%"
"2023- 10- 24","13,365","13,425","13,435","13,350","117.56K","-1.62%"
"2023- 10- 23","13,585","13,535","13,610","13,515","45.44K","0.30%"
"2023- 10- 20","13,545","13,670","13,700","13,510","50.35K","-0.88%"
"2023- 10- 19","13,665","13,575","13,685","13,575","66.86K","1.41%"
"2023- 10- 18","13,475","13,565","13,620","13,460","28.70K","-0.55%"
"2023- 10- 17","13,550","13,490","13,575","13,465","22.44K","-0.07%"
"2023- 10- 16","13,560","13,520","13,600","13,485","40.46K","0.67%"
"2023- 10- 13","13,470","13,460","13,510","13,450","55.17K","1.58%"
"2023- 10- 12","13,260","13,245","13,370","13,240","16.57K","0.04%"
"2023- 10- 11","13,255","13,355","13,355","13,245","53.23K","-1.71%"
"2023- 10- 10","13,485","13,445","13,520","13,355","112.47K","0.11%"
"2023- 10- 06","13,470","13,405","13,495","13,390","16.57K","-0.15%"
"2023- 10- 05","13,490","13,560","13,565","13,390","74.42K","-1.71%"
"2023- 10- 04","13,725","13,630","13,725","13,625","86.97K","1.97%"
"2023- 09- 27","13,460","13,530","13,585","13,425","100.76K","0.11%"
"2023- 09- 26","13,445","13,240","13,455","13,205","117.19K","2.01%"
"2023- 09- 25","13,180","13,180","13,180","13,080","24.18K","0.08%"
"2023- 09- 22","13,170","13,290","13,290","13,155","43.47K","-0.57%"
"2023- 09- 21","13,245","13,115","13,285","13,115","87.15K","1.57%"
"2023- 09- 20","13,040","13,005","13,060","12,975","32.29K","0.42%"
"2023- 09- 19","12,985","12,945","12,985","12,835","20.48K","0.50%"
"2023- 09- 18","12,920","13,005","13,015","12,915","8.17K","-0.23%"
"2023- 09- 15","12,950","13,000","13,030","12,930","13.86K","0.12%"
"2023- 09- 14","12,935","13,005","13,010","12,900","31.24K","-0.69%"
"2023- 09- 13","13,025","12,970","13,045","12,945","41.02K","0.42%"
"2023- 09- 12","12,970","12,955","12,985","12,910","27.77K","-0.46%"
"2023- 09- 11","13,030","13,105","13,135","13,015","23.90K","-0.38%"
"2023- 09- 08","13,080","13,105","13,150","13,050","93.99K","-0.23%"
"2023- 09- 07","13,110","13,090","13,160","13,035","42.91K","0.54%"
"2023- 09- 06","13,040","13,080","13,170","12,995","43.37K","0.27%"
"2023- 09- 05","13,005","12,775","13,005","12,775","15.36K","1.72%"
"2023- 09- 04","12,785","12,805","12,845","12,730","22.30K","0.12%"
"2023- 09- 01","12,770","12,890","12,920","12,725","39.63K","-0.93%"
"2023- 08- 31","12,890","12,875","12,915","12,825","7.73K","0.08%"
"2023- 08- 30","12,880","12,790","12,885","12,765","12.96K","0.43%"
"2023- 08- 29","12,825","12,835","12,895","12,805","9.32K","-0.27%"
"2023- 08- 28","12,860","12,850","12,895","12,795","18.94K","-0.31%"
"2023- 08- 25","12,900","12,945","12,960","12,830","80.48K","0.62%"
"2023- 08- 24","12,820","12,965","12,995","12,790","60.75K","-2.81%"
"2023- 08- 23","13,190","13,185","13,200","13,085","40.94K","0.92%"
"2023- 08- 22","13,070","13,210","13,215","13,070","51.03K","-1.32%"
"2023- 08- 21","13,245","13,160","13,245","13,150","30.90K","0.68%"
"2023- 08- 18","13,155","13,200","13,200","13,035","60.29K","-0.57%"
"2023- 08- 17","13,230","13,210","13,250","13,190","40.66K","0.88%"
"2023- 08- 16","13,115","13,170","13,190","13,090","53.99K","1.16%"
"2023- 08- 14","12,965","12,965","13,060","12,920","66.45K","0.74%"
"2023- 08- 11","12,870","12,730","12,870","12,725","24.65K","1.26%"
"2023- 08- 10","12,710","12,710","12,770","12,680","27.83K","0.28%"
"2023- 08- 09","12,675","12,715","12,795","12,665","31.71K","-0.12%"
"2023- 08- 08","12,690","12,495","12,700","12,480","41.90K","1.44%"
"2023- 08- 07","12,510","12,510","12,535","12,360","43.84K","-0.48%"
"2023- 08- 04","12,570","12,320","12,570","12,315","93.35K","1.74%"
"2023- 08- 03","12,355","12,325","12,425","12,275","53.40K","0.41%"
"2023- 08- 02","12,305","12,120","12,310","12,120","103.98K","2.07%"
"2023- 08- 01","12,055","11,920","12,060","11,900","66.36K","1.43%"
"2023- 07- 31","11,885","11,935","11,935","11,810","51.09K","-0.42%"
"2023- 07- 28","11,935","12,025","12,080","11,915","23.95K","-0.04%"
"2023- 07- 27","11,940","11,855","11,950","11,760","47.85K","0.42%"
"2023- 07- 26","11,890","11,885","12,020","11,885","29.11K","0.08%"
"2023- 07- 25","11,880","12,000","12,065","11,880","32.80K","-0.75%"
"2023- 07- 24","11,970","12,120","12,150","11,970","56.85K","-0.54%"
"2023- 07- 21","12,035","11,905","12,045","11,885","139.91K","2.08%"
"2023- 07- 20","11,790","11,765","11,790","11,650","46.31K","0.55%"
"2023- 07- 19","11,725","11,655","11,745","11,500","40.96K","0.82%"
"2023- 07- 18","11,630","11,735","11,735","11,535","79.73K","-0.89%"
"2023- 07- 17","11,735","11,765","11,800","11,665","53.82K","0.43%"
"2023- 07- 14","11,685","11,750","11,800","11,605","133.50K","-1.60%"
"2023- 07- 13","11,875","11,905","11,970","11,835","123.39K","-2.14%"
"2023- 07- 12","12,135","12,200","12,260","12,115","49.29K","-0.74%"
"2023- 07- 11","12,225","12,345","12,360","12,160","65.72K","-1.61%"
"2023- 07- 10","12,425","12,320","12,465","12,320","25.18K","0.16%"
"2023- 07- 07","12,405","12,475","12,520","12,400","39.52K","0.32%"
"2023- 07- 06","12,365","12,400","12,445","12,345","34.61K","0.45%"
"2023- 07- 05","12,310","12,285","12,430","12,285","23.11K","-0.36%"
"2023- 07- 04","12,355","12,455","12,470","12,310","24.90K","-0.80%"
"2023- 07- 03","12,455","12,555","12,625","12,420","32.04K","-1.74%"
"2023- 06- 30","12,675","12,700","12,755","12,635","33.87K","0.44%"
"2023- 06- 29","12,620","12,500","12,630","12,400","87.41K","1.45%"
"2023- 06- 28","12,440","12,300","12,440","12,290","37.35K","1.22%"
"2023- 06- 27","12,290","12,385","12,450","12,255","43.12K","-0.81%"
"2023- 06- 26","12,390","12,490","12,490","12,305","43.28K","-0.04%"
"2023- 06- 23","12,395","12,255","12,395","12,255","66.44K","1.85%"
"2023- 06- 22","12,170","12,090","12,180","12,060","23.94K","0.12%"
"2023- 06- 21","12,155","12,015","12,160","12,015","67.72K","2.01%"
"2023- 06- 20","11,915","11,940","11,980","11,880","51.52K","-0.04%"
"2023- 06- 19","11,920","11,875","11,980","11,835","38.45K","1.27%"
"2023- 06- 16","11,770","11,710","11,840","11,710","32.43K","-1.01%"
"2023- 06- 15","11,890","11,785","12,010","11,785","61.27K","0.08%"
"2023- 06- 14","11,880","11,695","11,910","11,695","52.71K","1.32%"
"2023- 06- 13","11,725","11,955","12,000","11,725","108.37K","-2.86%"
"2023- 06- 12","12,070","12,085","12,160","12,060","39.58K","-0.49%"
"2023- 06- 09","12,130","12,240","12,240","12,130","65.97K","-1.82%"
"2023- 06- 08","12,355","12,395","12,420","12,340","20.53K","0.04%"
"2023- 06- 07","12,350","12,275","12,350","12,220","70.92K","-0.68%"
"2023- 06- 05","12,435","12,365","12,475","12,365","60.51K","0.48%"
"2023- 06- 02","12,375","12,500","12,520","12,360","101.06K","-2.37%"
"2023- 06- 01","12,675","12,670","12,700","12,615","30.08K","-0.67%"
"2023- 05- 31","12,760","12,650","12,760","12,560","23.25K","0.20%"
"2023- 05- 30","12,735","12,675","12,745","12,595","34.64K","0.20%"
"2023- 05- 29","12,710","12,710","12,710","12,710","","0.00%"
"2023- 05- 26","12,710","12,825","12,825","12,695","26.05K","-0.16%"
"2023- 05- 25","12,730","12,585","12,730","12,585","29.13K","1.43%"
"2023- 05- 24","12,550","12,590","12,615","12,505","37.08K","0.76%"
"2023- 05- 23","12,455","12,535","12,545","12,400","43.01K","-1.19%"
"2023- 05- 22","12,605","12,695","12,750","12,550","37.05K","-1.14%"
"2023- 05- 19","12,750","12,890","12,910","12,740","23.20K","-1.01%"
"2023- 05- 18","12,880","12,910","12,930","12,810","30.25K","-0.46%"
"2023- 05- 17","12,940","13,000","13,025","12,940","30.97K","0.04%"
"2023- 05- 16","12,935","12,875","12,960","12,845","19.80K","0.27%"
"2023- 05- 15","12,900","12,995","13,020","12,890","43.90K","0.39%"
"2023- 05- 12","12,850","12,760","12,925","12,670","42.61K","1.10%"
"2023- 05- 11","12,710","12,565","12,710","12,530","26.94K","0.08%"
"2023- 05- 10","12,700","12,720","12,720","12,655","16.02K","0.24%"
"2023- 05- 09","12,670","12,630","12,735","12,610","34.85K","0.40%"
"2023- 05- 08","12,620","12,610","12,705","12,590","44.94K","-0.36%"
"2023- 05- 04","12,665","12,850","12,875","12,605","133.75K","-1.97%"
"2023- 05- 03","12,920","12,965","12,995","12,900","23.35K","-0.50%"
"2023- 05- 02","12,985","12,995","13,010","12,915","35.15K","2.61%"
"2023- 04- 28","12,655","12,925","12,965","12,655","42.36K","-1.75%"
"2023- 04- 27","12,880","12,885","12,985","12,870","47.10K","0.23%"
"2023- 04- 26","12,850","12,950","12,950","12,850","77.80K","0.35%"
"2023- 04- 25","12,805","12,800","12,880","12,720","50.19K","-0.35%"
"2023- 04- 24","12,850","12,770","12,880","12,725","138.39K","0.94%"
"2023- 04- 21","12,730","12,620","12,730","12,605","56.21K","1.07%"
"2023- 04- 20","12,595","12,705","12,775","12,540","126.67K","-0.43%"
"2023- 04- 19","12,650","12,500","12,650","12,425","31.28K","1.20%"
"2023- 04- 18","12,500","12,495","12,535","12,465","59.10K","1.05%"
"2023- 04- 17","12,370","12,250","12,410","12,250","55.52K","2.02%"
"2023- 04- 14","12,125","12,370","12,370","12,065","91.74K","-1.98%"
"2023- 04- 13","12,370","12,570","12,700","12,340","78.29K","-1.94%"
"2023- 04- 12","12,615","12,590","12,625","12,555","65.27K","0.52%"
"2023- 04- 11","12,550","12,525","12,555","12,460","48.51K","0.32%"
"2023- 04- 10","12,510","12,445","12,580","12,445","63.17K","0.28%"
"2023- 04- 07","12,475","12,475","12,525","12,475","77.42K","-0.08%"
"2023- 04- 06","12,485","12,460","12,515","12,455","141.54K","1.30%"
"2023- 04- 05","12,325","12,365","12,410","12,315","48.86K","-0.88%"
"2023- 04- 04","12,435","12,335","12,450","12,245","73.26K","0.04%"
"2023- 04- 03","12,430","12,215","12,510","12,210","211.46K","2.35%"
"2023- 03- 31","12,145","12,050","12,145","11,930","48.77K","0.41%"
"2023- 03- 30","12,095","12,195","12,255","12,080","128.13K","-0.58%"
"2023- 03- 29","12,165","12,090","12,165","12,045","69.39K","0.58%"
"2023- 03- 28","12,095","12,110","12,110","12,005","74.79K","-0.17%"
"2023- 03- 27","12,115","11,980","12,180","11,975","223.70K","1.17%"
"2023- 03- 24","11,975","11,855","11,990","11,820","152.67K","2.00%"
"2023- 03- 23","11,740","12,135","12,140","11,700","338.41K","-4.08%"
"2023- 03- 22","12,240","12,220","12,280","12,200","110.30K","-0.77%"
"2023- 03- 21","12,335","12,230","12,335","12,155","260.42K","0.12%"
"2023- 03- 20","12,320","12,150","12,345","12,090","135.08K","1.40%"
"2023- 03- 17","12,150","12,125","12,280","12,105","118.03K","-1.50%"
"2023- 03- 16","12,335","12,385","12,415","12,170","174.52K","1.40%"
"2023- 03- 15","12,165","12,220","12,220","12,035","126.62K","-0.98%"
"2023- 03- 14","12,285","12,055","12,285","12,055","246.40K","1.15%"
"2023- 03- 13","12,145","12,430","12,435","12,070","272.80K","-3.46%"
"2023- 03- 12","12,580","12,580","12,580","12,580","","0.00%"
"2023- 03- 10","12,580","12,570","12,630","12,490","324.81K","0.68%"
"2023- 03- 09","12,495","12,430","12,500","12,390","67.47K","0.08%"
"2023- 03- 08","12,485","12,410","12,530","12,375","293.73K","3.22%"
"2023- 03- 07","12,095","12,080","12,125","12,045","74.25K","0.42%"
"2023- 03- 06","12,045","12,030","12,100","11,995","217.38K","-0.66%"
"2023- 03- 03","12,125","12,295","12,325","12,085","195.30K","-2.06%"
"2023- 03- 02","12,380","12,280","12,380","12,170","188.67K","-1.47%"
"2023- 03- 01","12,565","12,565","12,565","12,565","","0.00%"
"2023- 02- 28","12,565","12,430","12,580","12,365","205.47K","0.28%"
"2023- 02- 27","12,530","12,360","12,530","12,335","673.83K","2.75%"
"2023- 02- 26","12,195","12,195","12,195","12,195","","0.00%"
"2023- 02- 24","12,195","12,055","12,195","12,050","153.09K","1.20%"
"2023- 02- 23","12,050","12,175","12,220","12,000","200.73K","-1.19%"
"2023- 02- 22","12,195","12,215","12,230","12,110","147.75K","1.46%"
"2023- 02- 21","12,020","12,045","12,065","11,980","98.69K","0.04%"
"2023- 02- 20","12,015","12,065","12,095","11,975","175.99K","-0.54%"
"2023- 02- 17","12,080","11,885","12,125","11,880","458.08K","2.24%"
"2023- 02- 16","11,815","11,795","11,870","11,715","366.09K","0.30%"
"2023- 02- 15","11,780","11,575","11,815","11,575","340.10K","2.04%"
"2023- 02- 14","11,545","11,590","11,600","11,500","201.24K","-1.11%"
"2023- 02- 13","11,675","11,505","11,685","11,485","542.63K","1.88%"
"2023- 02- 10","11,460","11,430","11,490","11,410","326.47K","0.57%"
"2023- 02- 09","11,395","11,395","11,475","11,355","348.52K","0.09%"
"2023- 02- 08","11,385","11,255","11,390","11,215","352.90K","0.84%"
"2023- 02- 07","11,290","11,375","11,385","11,230","418.26K","0.49%"
"2023- 02- 06","11,235","11,130","11,235","11,080","587.71K","3.79%"
"2023- 02- 03","10,825","10,725","10,830","10,720","239.68K","1.55%"
"2023- 02- 02","10,660","10,685","10,700","10,590","541.56K","-1.84%"
"2023- 02- 01","10,860","10,865","10,870","10,835","188.45K","-0.09%"
"2023- 01- 31","10,870","10,855","10,880","10,795","387.57K","0.79%"
"2023- 01- 30","10,785","10,825","10,840","10,780","212.33K","-0.55%"
"2023- 01- 29","10,845","10,845","10,845","10,845","","0.00%"
"2023- 01- 27","10,845","10,850","10,880","10,780","189.91K","0.00%"
"2023- 01- 26","10,845","10,855","10,870","10,825","121.86K","-0.14%"
"2023- 01- 25","10,860","10,920","10,930","10,860","137.00K","-0.59%"
